id,slug,title,youtube_url,youtube_video_id,youtube_status,product,difficulty,short_description,duration_seconds,published_at,playlist,source_notes,enrichment_status
cat-073,14-advanced-search-features-for-pcb-design-in-altium-designer,14 Advanced Search Features for PCB Design in Altium Designer,https://www.youtube.com/watch?v=QSIuvoAPV74,QSIuvoAPV74,id_present,Altium Designer,Advanced,Educational Engineering Team tutorial: 14 Advanced Search Features for PCB Design in Altium Designer,0,,Numbered tutorial (part 14),Source: MD channel Altium search dump via parse_report; list#73; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-074,05-professional-schematic-wiring-and-design-rules-in-altium-develop,05| Professional Schematic Wiring and Design Rules in Altium Develop,https://www.youtube.com/watch?v=SVGqGIxXhkY,SVGqGIxXhkY,id_present,Altium Develop,Intermediate,Educational Engineering Team tutorial: 05| Professional Schematic Wiring and Design Rules in Altium Develop,0,,Altium Develop series (episode 05),Source: MD channel Altium search dump via parse_report; list#74; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-075,make-3d-viewer-for-pcb-smoother-with-antialiasing-feature-altium-designer,Make 3D Viewer for PCB Smoother with Antialiasing Feature - Altium Designer,https://www.youtube.com/watch?v=XxjD7yUgMls,XxjD7yUgMls,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Make 3D Viewer for PCB Smoother with Antialiasing Feature - Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#75; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-076,the-active-bar-altium-designer,The Active Bar-Altium Designer,https://www.youtube.com/watch?v=FoLWrV0-rHI,FoLWrV0-rHI,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: The Active Bar-Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#76; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-077,checking-the-electrical-properties-of-your-schematic-altium-designer,Checking the electrical properties of your schematic-Altium Designer,https://www.youtube.com/watch?v=eqH_BVjUk7k,eqH_BVjUk7k,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Checking the electrical properties of your schematic-Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#77; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-078,routing-with-design-rules-altium-designer,Routing with design rules-Altium Designer,https://www.youtube.com/watch?v=7tkO_iuQPYg,7tkO_iuQPYg,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Routing with design rules-Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#78; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-079,creating-library-and-schematic-using-altium-designer,Creating Library and Schematic using Altium Designer,https://www.youtube.com/watch?v=qWG9KqZ0gvg,qWG9KqZ0gvg,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Creating Library and Schematic using Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#79; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-080,kitchen-timer-using-altium-designer,Kitchen Timer using Altium Designer,https://www.youtube.com/watch?v=__pEd4El2Gw,__pEd4El2Gw,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Kitchen Timer using Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#80; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-081,creating-a-schematic-in-altium,Creating a schematic in Altium,https://www.youtube.com/watch?v=ITqeO_9Emsk,ITqeO_9Emsk,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Creating a schematic in Altium,0,,,Source: MD channel Altium search dump via parse_report; list#81; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-082,preparing-for-interactive-routing-altium-designer,Preparing for interactive routing- Altium Designer,https://www.youtube.com/watch?v=JdJ_VSf3WXY,JdJ_VSf3WXY,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Preparing for interactive routing- Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#82; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-083,editing-in-the-properties-panel-altium-designer,Editing in the properties panel-Altium Designer,https://www.youtube.com/watch?v=Jy5e71OLgJw,Jy5e71OLgJw,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Editing in the properties panel-Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#83; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-084,04-design-rules-and-drc-the-simple-way-in-altium-develop,04 | Design Rules and DRC the Simple Way in Altium Develop,https://www.youtube.com/watch?v=_LOIj4NnUjg,_LOIj4NnUjg,id_present,Altium Develop,Intermediate,Educational Engineering Team tutorial: 04 | Design Rules and DRC the Simple Way in Altium Develop,0,,Altium Develop series (episode 04),Source: MD channel Altium search dump via parse_report; list#84; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-085,configuring-the-defaults-altium-designer,Configuring the defaults-Altium Designer,https://www.youtube.com/watch?v=OJgPUc6f8NQ,OJgPUc6f8NQ,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Configuring the defaults-Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#85; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-086,bonus-lecture-manufacture-a-professional-pcb-by-pcbway-altium-designer,Bonus Lecture Manufacture a Professional PCB By PCBWay Altium Designer,https://www.youtube.com/watch?v=lPySXBru2DQ,lPySXBru2DQ,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Bonus Lecture Manufacture a Professional PCB By PCBWay Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#86; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-087,design-digital-counter-using-altium-designer,Design Digital Counter using Altium designer,https://www.youtube.com/watch?v=v3IBP80ql6I,v3IBP80ql6I,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Design Digital Counter using Altium designer,0,,,Source: MD channel Altium search dump via parse_report; list#87; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-088,interactive-sliding-tips-altium-designer,Interactive sliding tips- Altium Designer,https://www.youtube.com/watch?v=--G7iwg3y5s,--G7iwg3y5s,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Interactive sliding tips- Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#88; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-089,interactively-routing-the-board-altium-designer,Interactively routing the board-Altium Designer,https://www.youtube.com/watch?v=T3LtvEppM2o,T3LtvEppM2o,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Interactively routing the board-Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#89; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-090,ai-assisted-requirements-to-verified-hardware-in-altium-develop,AI-Assisted Requirements to Verified Hardware in Altium Develop,https://www.youtube.com/watch?v=Noxk9jw-3rs,Noxk9jw-3rs,id_present,Altium Develop,Intermediate,Educational Engineering Team tutorial: AI-Assisted Requirements to Verified Hardware in Altium Develop,0,,,Source: MD channel Altium search dump via parse_report; list#90; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-091,time-to-route-altium-designer,Time to route- Altium Designer,https://www.youtube.com/watch?v=l8kFOMm9UAA,l8kFOMm9UAA,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Time to route- Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#91; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-092,01-complete-hardware-team-workspace-in-altium-develop,01| Complete Hardware Team Workspace in Altium Develop,https://www.youtube.com/watch?v=4Zc_TVlqyWc,4Zc_TVlqyWc,id_present,Altium Develop,Intermediate,Educational Engineering Team tutorial: 01| Complete Hardware Team Workspace in Altium Develop,0,,Altium Develop series (episode 01),Source: MD channel Altium search dump via parse_report; list#92; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-093,available-output-types-altium-designer,Available output types-Altium Designer,https://www.youtube.com/watch?v=t73vvLnVS-Y,t73vvLnVS-Y,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Available output types-Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#93; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-094,output-documentation-and-project-release-altium-designer,Output documentation and project release- Altium Designer,https://www.youtube.com/watch?v=J4DwdZ4XlCI,J4DwdZ4XlCI,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Output documentation and project release- Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#94; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-095,configuring-the-class-generation-altium-designer,Configuring the class generation-Altium Designer,https://www.youtube.com/watch?v=84K1fnCU7fg,84K1fnCU7fg,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Configuring the class generation-Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#95; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-096,audit-ready-trace-every-hardware-change-in-altium-develop,Audit-Ready: Trace Every Hardware Change in Altium Develop,https://www.youtube.com/watch?v=Xm-WgUOWOlE,Xm-WgUOWOlE,id_present,Altium Develop,Intermediate,Educational Engineering Team tutorial: Audit-Ready: Trace Every Hardware Change in Altium Develop,0,,,Source: MD channel Altium search dump via parse_report; list#96; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-097,three-engineering-roles-one-workspace-in-altium-develop,"Three Engineering Roles, One Workspace in Altium Develop",https://www.youtube.com/watch?v=JDBGNQylBg0,JDBGNQylBg0,id_present,Altium Develop,Intermediate,"Educational Engineering Team tutorial: Three Engineering Roles, One Workspace in Altium Develop",0,,,Source: MD channel Altium search dump via parse_report; list#97; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-098,one-day-in-a-hardware-team-workspace-in-altium-develop,One Day in a Hardware Team Workspace in Altium Develop,https://www.youtube.com/watch?v=3B-cI9xEx9Q,3B-cI9xEx9Q,id_present,Altium Develop,Intermediate,Educational Engineering Team tutorial: One Day in a Hardware Team Workspace in Altium Develop,0,,,Source: MD channel Altium search dump via parse_report; list#98; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-099,positioning-components-altium-designer,Positioning Components-Altium designer,https://www.youtube.com/watch?v=_-FySG0_BPA,_-FySG0_BPA,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Positioning Components-Altium designer,0,,,Source: MD channel Altium search dump via parse_report; list#99; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-100,electret-microphone-amplifier-using-altium-designer,Electret Microphone Amplifier using Altium Designer,https://www.youtube.com/watch?v=VqHovI5MOvg,VqHovI5MOvg,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Electret Microphone Amplifier using Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#100; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-101,1-getting-started-with-altium-develop-download-setup-navigation,"1 Getting Started with Altium Develop Download, Setup & Navigation",https://www.youtube.com/watch?v=jv-m0xkAFck,jv-m0xkAFck,id_present,Altium Develop,Beginner,"Educational Engineering Team tutorial: 1 Getting Started with Altium Develop Download, Setup & Navigation",0,,,Source: MD channel Altium search dump via parse_report; list#101; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-102,altium-develop-from-files-to-peer-powered-network,Altium Develop From Files to Peer-Powered Network,https://www.youtube.com/watch?v=Ai28NEt26o4,Ai28NEt26o4,id_present,Altium Develop,Intermediate,Educational Engineering Team tutorial: Altium Develop From Files to Peer-Powered Network,0,,,Source: MD channel Altium search dump via parse_report; list#102; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-103,greber-file-and-bill-of-material-altium-designer,Greber File and Bill of Material Altium Designer,https://www.youtube.com/watch?v=j9QyMCQXxWo,j9QyMCQXxWo,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Greber File and Bill of Material Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#103; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-104,short-duration-timer-circuit-using-altium-desinger,Short Duration Timer Circuit using Altium Desinger,https://www.youtube.com/watch?v=96EuE9kODmE,96EuE9kODmE,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Short Duration Timer Circuit using Altium Desinger,0,,,Source: MD channel Altium search dump via parse_report; list#104; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-105,seven-segment-counter-using-atium-designer,Seven Segment Counter using Atium Designer,https://www.youtube.com/watch?v=RnR8mL64VIY,RnR8mL64VIY,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Seven Segment Counter using Atium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#105; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-106,light-sensor-triggers-led-using-altium-designer,Light Sensor Triggers LED using Altium Designer,https://www.youtube.com/watch?v=PZ4BYCB_Hw0,PZ4BYCB_Hw0,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Light Sensor Triggers LED using Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#106; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-107,the-active-bar-in-altium-designer,The Active Bar in Altium Designer,https://www.youtube.com/watch?v=EQxvq05dXhM,EQxvq05dXhM,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: The Active Bar in Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#107; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-108,making-footprint-and-pcb-layout-altium-designer-2,Making Footprint and PCB Layout Altium Designer,https://www.youtube.com/watch?v=hX0zzcUBTm8,hX0zzcUBTm8,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Making Footprint and PCB Layout Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#108; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-109,touch-activated-call-bell-using-altium-designer,Touch Activated Call Bell using Altium Designer,https://www.youtube.com/watch?v=iU2RJaREd_E,iU2RJaREd_E,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Touch Activated Call Bell using Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#109; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-110,placing-pcb-items-atmega-and-headers-altium-designer,Placing PCB Items Atmega and Headers Altium Designer,https://www.youtube.com/watch?v=ffZUUR813KE,ffZUUR813KE,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Placing PCB Items Atmega and Headers Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#110; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-111,review-the-design-rules-altium-designer,Review the design rules-Altium Designer,https://www.youtube.com/watch?v=fJYmtfmLImg,fJYmtfmLImg,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Review the design rules-Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#111; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-112,touch-sensor-using-altium-designer,Touch Sensor using Altium Designer,https://www.youtube.com/watch?v=Mfyjzh9cW70,Mfyjzh9cW70,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Touch Sensor using Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#112; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-113,11-altium-schematic-component-placement-tools-and-techniques,11 Altium Schematic Component Placement Tools and Techniques,https://www.youtube.com/watch?v=UupvG-qL73k,UupvG-qL73k,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: 11 Altium Schematic Component Placement Tools and Techniques,0,,Numbered tutorial (part 11),Source: MD channel Altium search dump via parse_report; list#113; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-114,12-coaching-teams-and-scaling-best-practices-with-altium-develop,12 | Coaching Teams and Scaling Best Practices with Altium Develop,https://www.youtube.com/watch?v=PQPA30fd1NY,PQPA30fd1NY,id_present,Altium Develop,Intermediate,Educational Engineering Team tutorial: 12 | Coaching Teams and Scaling Best Practices with Altium Develop,0,,Altium Develop series (episode 12),Source: MD channel Altium search dump via parse_report; list#114; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-115,setting-up-the-design-rules-altium-designer,Setting up the design rules-Altium Designer,https://www.youtube.com/watch?v=YWTfOETM1n4,YWTfOETM1n4,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Setting up the design rules-Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#115; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-116,document-commenting-altium-designer,Document Commenting-Altium Designer,https://www.youtube.com/watch?v=9CsVwMidL7M,9CsVwMidL7M,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Document Commenting-Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#116; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-117,05-comments-reviews-and-design-intent-in-altium-develop,"05 | Comments, Reviews, and Design Intent in Altium Develop",https://www.youtube.com/watch?v=DvvKglYegsM,DvvKglYegsM,id_present,Altium Develop,Intermediate,"Educational Engineering Team tutorial: 05 | Comments, Reviews, and Design Intent in Altium Develop",0,,Altium Develop series (episode 05),Source: MD channel Altium search dump via parse_report; list#117; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-118,verifying-your-board-design-part-2-altium-designer,Verifying your board design part 2- Altium Designer,https://www.youtube.com/watch?v=snwz1JqZPx0,snwz1JqZPx0,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Verifying your board design part 2- Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#118; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-119,02-your-first-team-workspace-in-altium-develop,02 | Your First Team Workspace in Altium Develop,https://www.youtube.com/watch?v=TnnJpUn2A_4,TnnJpUn2A_4,id_present,Altium Develop,Intermediate,Educational Engineering Team tutorial: 02 | Your First Team Workspace in Altium Develop,0,,Altium Develop series (episode 02),Source: MD channel Altium search dump via parse_report; list#119; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-120,11-working-with-partners-and-post-silicon-iteration-in-altium-develop,11 | Working with Partners and Post Silicon Iteration in Altium Develop,https://www.youtube.com/watch?v=7jQW5RRFpsQ,7jQW5RRFpsQ,id_present,Altium Develop,Intermediate,Educational Engineering Team tutorial: 11 | Working with Partners and Post Silicon Iteration in Altium Develop,0,,Altium Develop series (episode 11),Source: MD channel Altium search dump via parse_report; list#120; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-121,acceleration-sensing-alarm-using-adxl337-using-altium-designer,Acceleration Sensing Alarm Using ADXL337 using Altium Designer,https://www.youtube.com/watch?v=ghBvjUS1MSE,ghBvjUS1MSE,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Acceleration Sensing Alarm Using ADXL337 using Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#121; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-122,how-to-configure-the-board-shape-and-location-of-your-altium-designer-circuit,How to configure the board shape and location of your Altium Designer circuit,https://www.youtube.com/watch?v=lmU8ZOnUrsY,lmU8ZOnUrsY,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: How to configure the board shape and location of your Altium Designer circuit,0,,,Source: MD channel Altium search dump via parse_report; list#122; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-123,introduction-to-altium-develop,Introduction to Altium Develop,https://www.youtube.com/watch?v=DtT8gCZanM4,DtT8gCZanM4,id_present,Altium Develop,Beginner,Educational Engineering Team tutorial: Introduction to Altium Develop,0,,,Source: MD channel Altium search dump via parse_report; list#123; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-124,existing-design-rule-violations-altium-designer,Existing design rule violations-Altium Designer,https://www.youtube.com/watch?v=1XOIHuwJjts,1XOIHuwJjts,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Existing design rule violations-Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#124; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-125,10-bom-supply-chain-and-fast-supplier-feedback-in-altium-develop,"10 | BOM, Supply Chain, and Fast Supplier Feedback in Altium Develop",https://www.youtube.com/watch?v=89igYeQXZ_o,89igYeQXZ_o,id_present,Altium Develop,Intermediate,"Educational Engineering Team tutorial: 10 | BOM, Supply Chain, and Fast Supplier Feedback in Altium Develop",0,,Altium Develop series (episode 10),Source: MD channel Altium search dump via parse_report; list#125; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-126,rain-sensor-using-altium-design,Rain Sensor using Altium Design,https://www.youtube.com/watch?v=klf1s7NCfNs,klf1s7NCfNs,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Rain Sensor using Altium Design,0,,,Source: MD channel Altium search dump via parse_report; list#126; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-127,post-silicon-iteration-without-chaos-in-altium-develop,Post-Silicon Iteration Without Chaos in Altium Develop,https://www.youtube.com/watch?v=Vr_4rjEGPDs,Vr_4rjEGPDs,id_present,Altium Develop,Intermediate,Educational Engineering Team tutorial: Post-Silicon Iteration Without Chaos in Altium Develop,0,,,Source: MD channel Altium search dump via parse_report; list#127; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-128,10-coaching-new-hires-faster-with-altium-develop,10 Coaching new hires Faster with Altium Develop,https://www.youtube.com/watch?v=zOYEvtchKjA,zOYEvtchKjA,id_present,Altium Develop,Intermediate,Educational Engineering Team tutorial: 10 Coaching new hires Faster with Altium Develop,0,,Numbered tutorial (part 10),Source: MD channel Altium search dump via parse_report; list#128; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-129,how-to-make-the-autorouting-work-for-you-altium-designer,How to make the autorouting work for you Altium Designer,https://www.youtube.com/watch?v=ATmmP0H-Yxo,ATmmP0H-Yxo,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: How to make the autorouting work for you Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#129; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-130,managing-pcb-project-workflows-altium-develop,Managing PCB Project Workflows - Altium Develop,https://www.youtube.com/watch?v=CnoEwyo-Zlw,CnoEwyo-Zlw,id_present,Altium Develop,Intermediate,Educational Engineering Team tutorial: Managing PCB Project Workflows - Altium Develop,0,,,Source: MD channel Altium search dump via parse_report; list#130; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-131,altium-helping-you-search-for-what-you-need,Altium: Helping you search for what you need,https://www.youtube.com/watch?v=JWjJs0oNZ0Y,JWjJs0oNZ0Y,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Altium: Helping you search for what you need,0,,,Source: MD channel Altium search dump via parse_report; list#131; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-132,ds1307-rtc-module-using-altium-designer,DS1307 RTC Module using Altium Designer,https://www.youtube.com/watch?v=uH9-8Urynig,uH9-8Urynig,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: DS1307 RTC Module using Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#132; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-133,buck-converter-pcb-layout-altium-designer-tutorial,Buck Converter PCB Layout - Altium Designer Tutorial,https://www.youtube.com/watch?v=gm0wOh5HaLg,gm0wOh5HaLg,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Buck Converter PCB Layout - Altium Designer Tutorial,0,,,Source: MD channel Altium search dump via parse_report; list#133; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-134,configuring-the-rule-checker-altium-designer,Configuring the rule checker-Altium Designer,https://www.youtube.com/watch?v=rHVjnOrmeiE,rHVjnOrmeiE,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Configuring the rule checker-Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#134; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-135,how-to-place-capacitors-in-altium-designer,How To Place Capacitors In Altium Designer,https://www.youtube.com/watch?v=7hCfGYnZQtE,7hCfGYnZQtE,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: How To Place Capacitors In Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#135; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-136,finishing-the-schematic-altium-designer,Finishing the Schematic Altium Designer,https://www.youtube.com/watch?v=gFuuSwi5FvU,gFuuSwi5FvU,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Finishing the Schematic Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#136; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-137,link-footprint-with-schematic-library-altium-designer,Link footprint with Schematic Library - Altium Designer,https://www.youtube.com/watch?v=v9XaMTWUpMQ,v9XaMTWUpMQ,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Link footprint with Schematic Library - Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#137; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-138,locating-the-error-condition-altium-designer,Locating the error condition-Altium Designer,https://www.youtube.com/watch?v=216OqKOycug,216OqKOycug,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Locating the error condition-Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#138; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-139,finishing-the-schematic-altium-designer-step-by-step-tutorial,Finishing the Schematic | Altium Designer Step-by-Step Tutorial,https://www.youtube.com/watch?v=6uaZxWA-DA8,6uaZxWA-DA8,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Finishing the Schematic | Altium Designer Step-by-Step Tutorial,0,,,Source: MD channel Altium search dump via parse_report; list#139; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-140,showcasing-mechanical-collaboration-altium-develop,Showcasing Mechanical Collaboration - Altium Develop,https://www.youtube.com/watch?v=_s8vzgWQ_IA,_s8vzgWQ_IA,id_present,Altium Develop,Intermediate,Educational Engineering Team tutorial: Showcasing Mechanical Collaboration - Altium Develop,0,,,Source: MD channel Altium search dump via parse_report; list#140; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-141,2-altium-develop-tutorial-create-esp32-symbol-step-by-step,2 Altium Develop Tutorial: Create ESP32 Symbol Step by Step,https://www.youtube.com/watch?v=GybRq75o7g8,GybRq75o7g8,id_present,Altium Develop,Intermediate,Educational Engineering Team tutorial: 2 Altium Develop Tutorial: Create ESP32 Symbol Step by Step,0,,,Source: MD channel Altium search dump via parse_report; list#141; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-142,altium-how-to-use-the-supplier-tile,Altium: How To Use The Supplier Tile,https://www.youtube.com/watch?v=Q6xt8yynsQA,Q6xt8yynsQA,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Altium: How To Use The Supplier Tile,0,,,Source: MD channel Altium search dump via parse_report; list#142; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-143,working-with-external-partners-in-altium-develop,Working with External Partners in Altium Develop,https://www.youtube.com/watch?v=Aib1e5VcVGE,Aib1e5VcVGE,id_present,Altium Develop,Intermediate,Educational Engineering Team tutorial: Working with External Partners in Altium Develop,0,,,Source: MD channel Altium search dump via parse_report; list#143; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-144,easy-steps-for-wiring-up-your-altium-circuit,Easy Steps for Wiring up Your Altium Circuit,https://www.youtube.com/watch?v=0tk-SBVyzDE,0tk-SBVyzDE,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Easy Steps for Wiring up Your Altium Circuit,0,,,Source: MD channel Altium search dump via parse_report; list#144; batch 101–150; channel=Educational Engineering Team,url_recovered
cat-145,resolving-the-violations-altium-designer,Resolving the violations-Altium Designer,https://www.youtube.com/watch?v=Ef6sot9Wnas,Ef6sot9Wnas,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Resolving the violations-Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#145; batch 101–150; channel=Educational Engineering Team,url_recovered
